target,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006067514912773325,0.009276349342633721,-0.0076469443486959525,0.012261319078491456
0,0.0,0.0,0.0,0.0,-0.007515934784750196,-0.0008752305890977132,-0.006045887674774923,0.006140272141201292,-0.0012152105503349922,0.005392588447931104
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023005429453813375,-0.007229127599198183,-0.002676139344525872,-0.00753283913158889
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008570806820971923,0.013689877605479127,-0.008514507289661858,0.01916915021430324
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0055874821134089155,0.0116353000032423,-0.01035949735110064,0.009251620403502234
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010907815635628475,0.028318451952638334,-0.014268416384403427,0.034956512944575205
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012377353204296417,0.026543744299278832
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03729100486789802,-0.01249479705301011
0,0.0,0.0,0.0,0.0,-0.006576009514154984,0.012944809464003927,-0.020957423382426586,0.059420103321977204,-0.01530967276407209,0.053772426969326985
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021384472328547965,-9.792708392278449e-05,-0.01928716121181774,-0.01953555853203752
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014694762567312647,0.006377771069926695,-0.02558660190786092,0.0010874216899300732
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03795463551400751,0.014014188620117012,-0.03616930984500059,0.021589979445855875
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04623872061123253,0.009048772060644155,-0.0568753027423519,0.022076331584574515
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008186101808983512,0.012111862361497227,-0.004767495054416659,0.018139442136101747
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.042359995971417624,0.033035412166552286,-0.025926231020359576,0.025578898337845955
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04334448131753179,0.02216897823663339,-0.02664175376301213,0.024337234561054664
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01497954568958904,0.02044234992337569,-0.0556137833989481,0.045488314187811935
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031791575142332607,0.012123615183557928,-0.014935658644704693,0.017091461158305562
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007627375424004841,0.011044880783448091,-0.00797614190076735,0.0246243501552231
0,0.0,0.0,-0.009503025603877061,-0.0035212898784983304,-0.02788741934081475,0.02031609572316901,-0.012187425998516386,0.017438008807894735,0.00031586267191501905,-0.019036786748922774
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008313373747662814,0.02325577969941729,-0.004012833785715587,0.015566467251552515
0,0.0,0.0,0.0,0.0,-0.020076870944246438,0.020538919091423254,-0.019544832956708145,0.014410864738275178,-0.006097305380119769,-0.006884730694847449
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0331280477806471,0.030376448971513478,-0.032656120222584274,0.02442978418878253
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025134120837739558,0.03407065414577495,-0.04377194618867663,0.06295591040058528
0,0.0,0.0,0.0,0.0,-0.022414894442213368,0.03187717006372797,-0.04417931105893879,0.061719308412513996,-0.03248865286120525,0.05234495498126518
0,0.0,0.0,0.0,0.0,-0.009962347909509582,0.010824697307220984,-0.02577072759695122,0.03299415663750838,-0.031910676315761576,0.05284950781602842
0,0.0,0.0,0.0,0.0,-0.03419243793943545,0.04367585683986317,-0.05179633905980125,0.06920175444053496,-0.05339298215886108,0.07926362971457215
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00042791634064882954,0.004462510821028121,-0.0025708598271062147,0.01571008866106579
0,0.0,0.0,0.0,0.0,-0.01577311561579596,0.030965313935773005,-0.016925844553557078,0.03673212767579857,-0.00918043141141584,0.022273946972410055
0,0.0,0.0,0.0,0.0,-0.002504943551646528,-0.0021751702325181403,-0.001995748773621408,0.0009484500259868736,0.003982708556061908,-0.0005040793167783074
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007802512339733919,0.00814589504280375,-0.012558063783417641,0.014760042402547835
0,0.0,0.0,0.0,0.0,-0.014030980975024275,0.010076403046059548,-0.017112494451703205,0.012440436390794993,-0.01414311788739414,0.0050653382149383145
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011701136846502983,-0.0022335708892617335,-0.013882677363758422,0.004462731116722914
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012823908728384155,0.024710934916608803,-0.004205318154383318,0.0024742331203500096
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024144666798652608,0.038456167498785374,-0.012000916959036647,0.02048263938319963
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018146732518726446,0.016474248666509518,-0.017381533794134922,0.011178862721342608
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02248640649586688,0.03888156018387416,-0.009679201359685708,0.01749182913179163
0,0.0,0.0,0.0,0.0,-0.02987056025026698,0.04434173886271227,-0.022082142706416622,0.03433462484071623,-0.028020821953817363,0.04777653710002984
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01748232669230033,0.022768912704552308,-0.008887969544249376,0.02125831797852745
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010368322444907627,0.0012583705829518263,-0.011604770465212414,0.006772323527182903
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008823620183890157,0.0016950879085971592,-0.0011710311091753466,-0.006246551620271492
0,0.0,0.0,0.0,0.0,0.006271551214358001,0.0046991946336091455,0.006035452889850238,0.005089871545185105,0.006940368293847699,-0.012934083078674883
0,0.0,0.0,0.0,0.0,-0.016250722935154806,0.028977078321661433,-0.002699431961430537,0.012889130877291006,-0.015338146170991029,0.030810305883941097
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012301398199224645,0.05290618731905533,-0.0014522799056875422,0.016537994763097787
0,0.0,0.0,0.0,0.0,-0.005694194952316963,0.04257534839579963,0.0030790873304571607,-0.005441984737318844,-0.005985957235290742,0.033555362980420236
0,0.0,0.0,0.0,0.0,-0.019920372958697728,0.043782758503490546,-0.017452191097300777,0.029798140110424896,-0.019929276458995848,0.024919146135822072
0,0.0,0.0,0.0,0.0,-0.0188448136520651,0.05602150763192668,-0.013230612772910192,0.047795651787899095,-0.014740533058428004,0.014001767626076172
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0046657766108079935,0.02877437924915656,-0.008060905064290361,0.05593658654208131
0,0.0,0.0,0.0,0.0,-0.0034755076328751825,0.026060767076345207,-0.018217863541068073,0.05700903341872784,-0.017953362809124383,0.0464646147777912
0,0.0,0.0,0.0,0.0,-0.004084414329138909,0.00877558971347858,-0.0054274097059514095,-0.006593862323881708,-0.006952775746623783,0.002148209185764946
0,0.0,0.0,0.0,0.0,0.0016246425011816994,0.00987661074434067,0.0052536976435333445,0.019760009951673478,0.0067950092621251006,0.0236540136163421
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004065100634218498,-0.0030424195474910414
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005772687027766877,0.006747280397036159,-0.0029704756074084957,0.012472909037387668
0,0.0,0.0,0.0,0.0,-0.003583499466882633,0.01162154216548814,-0.006651738341645306,0.028663565007797275,-0.004119506842305327,0.02679984429181657
0,0.0,0.0,0.0,0.0,0.0,0.0,0.007123160716635831,0.006608402819670423,0.005082022400266239,0.002887122365249611
