target,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4
0,-0.000899679958820343,0.004587411880493164,-0.003969945013523102,0.012285418808460236,-0.004747442901134491,0.013610951602458954,-0.004287458956241608,0.014754876494407654,-0.004608385264873505,-0.0075256600975990295
0,0.0,0.0,0.0,0.0,-0.0031294524669647217,-0.001269601285457611,-0.0012414976954460144,-0.004485398530960083,0.0012630298733711243,-0.005212679505348206
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024184584617614746,-0.013239078223705292,0.0019136443734169006,-0.00842662900686264
0,0.0,0.0,0.0,0.0,0.0009228736162185669,-0.0009557530283927917,0.00037232041358947754,0.0014290809631347656,0.0033257752656936646,0.003304801881313324
0,0.0,0.0,0.0,0.0,0.003325723111629486,-0.003985650837421417,0.006270274519920349,-0.004268117249011993,0.006183698773384094,-0.023061595857143402
0,0.0,0.0,0.0,0.0,0.011035025119781494,0.0041974931955337524,0.010988369584083557,-0.00434393435716629,0.017897464334964752,-0.004023373126983643
0,0.0,0.0,0.0,0.0,0.0012426674365997314,0.0010633990168571472,-0.00647079199552536,0.0013640746474266052,0.00019560009241104126,-0.005018875002861023
0,0.0,0.0,0.0,0.0,-0.008460268378257751,1.2613832950592041e-05,-0.013287365436553955,-0.0016094595193862915,-0.0003512650728225708,0.002934403717517853
0,0.0,0.0,0.0,0.0,-0.01699528843164444,0.012340888381004333,-0.014369554817676544,0.0018163993954658508,-0.0038915425539016724,0.007833637297153473
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005625277757644653,0.012396663427352905,-0.002315610647201538,0.007026948034763336
0,-0.013126298785209656,0.0006107911467552185,-0.013254284858703613,-0.008998602628707886,-0.015996821224689484,0.0004967525601387024,-0.003595419228076935,0.0199652761220932,0.0046904683113098145,0.014428835362195969
0,0.0,0.0,0.0,0.0,-0.008270040154457092,-0.0033066943287849426,-0.0053198859095573425,-0.003609713166952133,0.00832676887512207,-0.0013495981693267822
0,0.0,0.0,0.0,0.0,-0.0182698592543602,0.011406604200601578,-0.022232964634895325,0.014616508036851883,-0.015468388795852661,0.017644774168729782
0,0.0,0.0,-0.016713209450244904,0.039304960519075394,-0.024346522986888885,0.054557185620069504,-0.025069423019886017,0.05250203236937523,-0.011381283402442932,0.04111596196889877
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008184142410755157,-0.004348602145910263,-0.0071645453572273254,-0.004056859761476517
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003668561577796936,0.0017556212842464447,-0.0014628097414970398,0.001831192523241043
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0050638169050216675,-0.005713973194360733,-0.0008882954716682434,0.005825981497764587
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005541957914829254,-0.011437393724918365,-0.004441484808921814,-0.0075823478400707245
0,0.0,0.0,0.0,0.0,-0.017283007502555847,-0.0015744753181934357,-0.02077590674161911,-0.015348415821790695,-0.014849357306957245,0.004078514873981476
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015132464468479156,0.004307463765144348,-0.023203879594802856,-0.01194240152835846
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004360787570476532,-0.005913037806749344
0,0.0,0.0,0.0,0.0,0.0,0.0,-7.599592208862305e-06,-0.0012859813868999481,0.00033035874366760254,0.004422638565301895
0,0.0,0.0,0.0,0.0,-0.007540032267570496,0.002439480274915695,-0.014753691852092743,-0.0037588365375995636,-0.01487315446138382,-0.0007543601095676422
0,0.0,0.0,0.0,0.0,-0.003466993570327759,-0.012479547411203384,6.784498691558838e-05,-0.0015487298369407654,0.014402329921722412,-0.008970595896244049
0,0.0,0.0,0.0,0.0,0.0,0.0,0.005148060619831085,0.0033396966755390167,-0.013693630695343018,-0.0002924017608165741
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00385497510433197,0.014325149357318878,-0.004422172904014587,0.009121973067522049
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008814044296741486,0.013835173100233078,-0.010867953300476074,0.017427168786525726
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034591108560562134,0.01710241287946701,-0.008261360228061676,0.017124313861131668
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002661876380443573,0.012001115828752518,-0.007861919701099396,0.011918477714061737
0,0.0,0.0,0.0,0.0,-0.005393758416175842,-0.0038856789469718933,-0.003527440130710602,0.007970642298460007,-0.008937038481235504,0.0008181147277355194
0,0.0,0.0,0.0,0.0,0.0,0.0,0.007355965673923492,-0.005847111344337463,0.008970119059085846,-0.005769610404968262
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006174623966217041,0.009665321558713913
0,0.0,0.0,0.0,0.0,0.0016197040677070618,0.008742056787014008,0.000590205192565918,0.018007583916187286,-0.0022887438535690308,0.016519363969564438
0,0.0,0.0,0.0,0.0,-0.003119051456451416,-0.009799152612686157,-0.0011448264122009277,-0.00483475998044014,-0.00662337988615036,-0.012531224638223648
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005182802677154541,-0.000992950052022934
0,0.0,0.0,0.0,0.0,-0.0012416988611221313,-0.005329139530658722,-0.005485154688358307,0.0020972341299057007,-0.006833493709564209,-0.009302642196416855
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00029631704092025757,0.01448754221200943,-0.005802683532238007,0.004729568958282471
0,0.0,0.0,0.0,0.0,-0.005090348422527313,0.007228627800941467,-0.007393769919872284,-0.004579827189445496,0.01055050641298294,-0.01550888642668724
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024779662489891052,-0.007758297026157379,-0.00028668344020843506,-0.015337925404310226
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006557755172252655,0.010254591703414917,-0.007655709981918335,0.00915415957570076
0,0.0,0.0,0.0,0.0,-0.016514360904693604,0.004506029188632965,-0.022470340132713318,0.009541932493448257,-0.018775269389152527,0.01244298368692398
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014442086219787598,0.0013175532221794128,-0.019513852894306183,-0.010518133640289307
0,0.0,0.0,0.0,0.0,-0.007377989590167999,0.0034695081412792206,-0.022028937935829163,-0.00902748852968216,-0.014819242060184479,-0.0008842796087265015
0,0.0,0.0,0.0,0.0,-0.013834677636623383,0.0015548020601272583,-0.02604830265045166,-0.0019012205302715302,-0.01430319994688034,0.0015064775943756104
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017107665538787842,0.0026818066835403442,-0.022399388253688812,0.0007046014070510864
0,0.0,0.0,0.0,0.0,-0.017119906842708588,-0.0005240179598331451,-0.02300994098186493,0.0022816918790340424,-0.015423662960529327,-0.00043600425124168396
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007026068866252899,0.002919338643550873,-0.014364533126354218,0.006764005869626999
0,0.0,0.0,0.0,0.0,-0.0025947317481040955,-0.00937572866678238,-0.002158045768737793,-0.011559657752513885,0.0029937103390693665,-0.03962313011288643
